n;ins1_a;ins1_c;ins2_a;ins2_c;mer1_a;mer1_c;mer2_a;mer2_c;heap1_a;heap1_c;heap2_a;heap2_c
6594;21785305;10889356;21786968;14536248;298523;97311;194897;152174;581612;347639;456873;298734
6595;21798198;10895802;21799863;14542682;298572;97327;194938;152228;581445;347550;457989;299535
6596;21805677;10899541;21807342;14546421;298621;97343;194979;152218;581674;347698;458337;299730
6597;21798266;10895835;21799933;14542698;298670;97359;195020;152292;582026;347912;458050;299545
6598;21801893;10897648;21803559;14544596;298719;97375;195061;152259;582169;347992;458308;299710
6599;21847558;10920480;21849226;14517186;298768;97391;195102;152265;582613;348304;458921;300137
6600;21851167;10922284;21852835;14518972;298817;97407;195143;152374;582648;348294;458778;300027
6601;21856358;10924879;21858026;14525042;298866;97423;195184;152398;582354;348138;459196;300292
6602;21869319;10931359;21870988;14530244;298915;97439;195225;152401;582326;348131;459238;300367
6603;21882104;10937751;21883774;14538502;298964;97455;195266;152437;582555;348255;459240;300375
6604;21885887;10939642;21887559;14544989;299013;97471;195307;152440;582962;348494;458923;300151
6605;21875906;10934651;21877579;14551850;299062;97487;195348;152444;583032;348525;459475;300463
6606;21896103;10944749;21897776;14560423;299111;97503;195389;152470;583300;348703;459449;300437
6607;21897144;10945269;21898818;14564864;299160;97519;195430;152493;583198;348646;458946;300144
6608;21922207;10957800;21923883;14577927;299209;97535;195471;152552;583286;348698;459339;300438
6609;21934658;10964025;21936333;14590658;299258;97551;195512;152591;583315;348730;459850;300757
6610;21930901;10962146;21932573;14593635;299307;97567;195553;152575;583717;348937;459923;300752
6611;21829282;10911336;21830902;14505408;299356;97583;195594;152629;582657;348303;459006;300249
6612;21834563;10913976;21836184;14508074;299405;97599;195635;152653;583071;348540;459001;300187
6613;21839234;10916311;21840856;14510740;299454;97615;195676;152632;582893;348449;459815;300734
6614;21859519;10926453;21861142;14522560;299503;97631;195717;152704;583370;348731;460120;300928
6615;21855236;10924311;21856859;14527926;299552;97647;195758;152776;583407;348747;459901;300793
6616;21871789;10932587;21873412;14537606;299601;97663;195799;152796;583288;348676;458988;300171
6617;21876336;10934860;21877960;14545678;299650;97679;195840;152814;583636;348892;459962;300854
6618;21875847;10934615;21877473;14551417;299699;97695;195881;152881;583591;348856;459401;300395
6619;21878854;10936118;21880483;14561648;299748;97711;195922;152867;584257;349246;460188;300972
6620;21879311;10936346;21880940;14560703;299797;97727;195963;152853;583821;349002;459967;300859
6621;21889208;10941294;21890835;14566952;299846;97743;196004;152920;584153;349172;460315;301072
6622;21874695;10934037;21876284;14590175;299895;97759;196045;152920;584030;349109;460148;300914
6623;21875014;10934196;21876605;14597226;299944;97775;196086;152971;584009;349112;460538;301214
6624;21883031;10938204;21884623;14602391;299993;97791;196127;152985;584138;349190;460528;301219
6625;21892816;10943096;21894408;14611600;300042;97807;196168;153057;584030;349112;460753;301345
6626;21910661;10952018;21912254;14620418;300091;97823;196209;153083;584739;349527;460874;301436
6627;21915568;10954471;21917162;14626858;300140;97839;196250;153100;584489;349406;461315;301742
6628;21925485;10959429;21927081;14632640;300189;97855;196291;153122;584778;349560;461011;301570
6629;21943394;10968383;21944991;14642388;300238;97871;196332;153133;584948;349655;461072;301556
6630;21948795;10971083;21950394;14643816;300287;97887;196373;153162;585073;349741;461720;301967
6631;21962972;10978171;21964572;14648474;300336;97903;196414;153178;585181;349795;460925;301466
6632;21966383;10979876;21967982;14649554;300385;97919;196455;153207;585121;349759;461819;302036
6633;21976458;10984913;21978058;14657634;300434;97935;196496;153293;585360;349905;461666;301964
6634;21860625;10926996;21862272;14572219;300483;97951;196537;153230;585465;349947;461166;301611
6635;21860424;10926895;21862073;14580526;300532;97967;196578;153296;585359;349871;461566;301819
6636;21861143;10927254;21862793;14581638;300581;97983;196619;153287;585914;350225;461114;301529
6637;21869854;10931609;21871504;14587530;300630;97999;196660;153328;585508;349969;461421;301719
6638;21871195;10932279;21872845;14587601;300679;98015;196701;153347;585834;350169;461590;301840
6639;21882450;10937906;21884100;14593836;300728;98031;196742;153343;585808;350161;461883;302019
6640;21892017;10942689;21893667;14598549;300777;98047;196783;153425;585936;350253;461058;301473
6641;21903106;10948233;21904756;14604844;300826;98063;196824;153403;585921;350226;461842;302041
6642;21909413;10951386;21911063;14608078;300875;98079;196865;153446;586277;350435;461782;301966
6643;21900438;10946898;21902086;14608652;300924;98095;196906;153528;585978;350211;462102;302190
6644;22271933;11132645;22273575;14701293;300973;98111;196947;153483;585896;350219;462056;302144
6645;22271878;11132617;22273523;14701682;301022;98127;196988;153568;586518;350604;462122;302132
6646;22289743;11141549;22291387;14709155;301071;98143;197029;153594;586166;350384;462733;302599
6647;22292162;11142758;22293805;14714222;301120;98159;197070;153567;586506;350586;462416;302420
6648;22301817;11147585;22303460;14719090;301169;98175;197111;153654;586562;350603;462388;302362
6649;22305534;11149443;22307176;14725084;301218;98191;197152;153676;586648;350665;462316;302302
6650;22315687;11154519;22317332;14726696;301267;98207;197193;153707;586555;350650;463307;302960
6651;22327402;11160376;22329047;14732876;301316;98223;197234;153733;587005;350920;462809;302657
6652;22334191;11163770;22335837;14739728;301365;98239;197275;153756;586645;350671;462569;302465
6653;22319562;11156455;22321209;14733212;301414;98255;197316;153800;587007;350877;463394;303074
6654;22327141;11160244;22328789;14737322;301463;98271;197357;153838;587594;351230;462892;302716
6655;21958136;10975741;21959831;14615258;301512;98287;197398;153828;587227;351037;463190;303011
6656;21963935;10978640;21965629;14618109;301561;98303;197439;153840;587729;351326;463149;302961
6657;21971216;10982280;21972913;14626426;301610;98319;197480;153870;588078;351561;462841;302707
6658;21980921;10987132;21982618;14633057;301659;98335;197521;153989;587686;351271;463354;303073
6659;21991412;10992377;21993110;14640544;301708;98351;197562;153971;587774;351347;463675;303322
6660;21980893;10987117;21982593;14634528;301757;98367;197603;154049;588273;351648;463353;303114
6661;21986094;10989717;21987794;14638120;301806;98383;197644;154006;587991;351480;463787;303380
6662;21992889;10993114;21994588;14641002;301855;98399;197685;154055;588073;351526;463357;303079
6663;21994044;10993691;21995744;14642048;301904;98415;197726;154072;588754;351952;463747;303364
6664;21995597;10994467;21997297;14642731;301953;98431;197767;154115;588630;351873;463773;303366
6665;21997462;10995399;21999161;14643826;302002;98447;197808;154133;588852;351987;463277;303005
6666;22386851;11190093;22388481;14887648;302051;98463;197849;154213;588366;351732;463135;302887
6667;22392116;11192725;22393746;14892740;302100;98479;197890;154172;588187;351577;463278;302976
6668;22401851;11197592;22403484;14900423;302149;98495;197931;154216;588597;351819;463345;303061
6669;22416996;11205164;22418632;14911764;302198;98511;197972;154214;588771;351942;463465;303049
6670;22420025;11206678;22421661;14913395;302247;98527;198013;154196;588904;352033;463993;303424
6671;22437032;11215181;22438670;14924950;302296;98543;198054;154311;589217;352235;464184;303549
6672;22453499;11223414;22455140;14934964;302345;98559;198095;154294;589403;352316;464260;303610
6673;22459358;11226343;22460998;14939652;302394;98575;198136;154307;589523;352427;463583;303167
6674;22460053;11226690;22461694;14940066;302443;98591;198177;154354;589418;352328;463681;303259
6675;22472514;11232920;22474156;14952396;302492;98607;198218;154379;589547;352406;464097;303525
6676;22471893;11232609;22473533;14953095;302541;98623;198259;154420;589239;352218;463861;303355
6677;22330198;11161761;22331848;14791924;302590;98639;198300;154481;589999;352717;464637;303780
6678;22339257;11166290;22340907;14796549;302639;98655;198341;154546;590782;353167;465184;304198
6679;22343464;11168393;22345114;14801070;302688;98671;198382;154550;590126;352760;464692;303862
6680;22343939;11168630;22345591;14800949;302737;98687;198423;154569;590269;352882;465029;304082
6681;22352362;11172841;22354013;14804768;302786;98703;198464;154563;590147;352805;464715;303906
6682;22343561;11168440;22345211;14805914;302835;98719;198505;154618;590838;353211;465082;304093
6683;22336844;11165081;22338495;14798516;302884;98735;198546;154654;590369;352922;465183;304176
6684;22352949;11173133;22354600;14805135;302933;98751;198587;154655;590581;353053;465569;304454
6685;22374500;11183908;22376153;14818552;302982;98767;198628;154663;590820;353178;465875;304598
6686;22387329;11190322;22388981;14825976;303031;98783;198669;154734;590469;353013;465579;304461
6687;22385242;11189278;22386894;14826550;303080;98799;198710;154757;590552;353039;465693;304542
6688;22385407;11189360;22387060;14825933;303129;98815;198751;154782;591093;353379;465834;304641
6689;22189788;11091550;22191419;14735358;303178;98831;198792;154852;591209;353375;465505;304474
6690;22193013;11093162;22194643;14736937;303227;98847;198833;154873;591568;353581;465583;304579
6691;22209766;11101538;22211398;14747882;303276;98863;198874;154910;591199;353374;465950;304799
6692;22207083;11100196;22208716;14751209;303325;98879;198915;154924;591202;353395;465717;304599
6693;22216742;11105025;22218375;14757674;303374;98895;198956;154962;591617;353630;465538;304525
6694;22223791;11108549;22225424;14761176;303423;98911;198997;155000;591901;353797;465968;304778
6695;22225648;11109477;22227282;14764974;303472;98927;199038;155051;592030;353857;466150;304885
6696;22229293;11111299;22230927;14766807;303521;98943;199079;155080;592138;353938;466107;304836
6697;22247672;11120488;22249306;14778768;303570;98959;199120;154993;592092;353892;466153;304885
6698;22257091;11125197;22258725;14783577;303619;98975;199161;155067;591572;353603;466177;304888
6699;22266144;11129723;22267779;14790956;303668;98991;199202;155096;592182;353961;466427;305027
6700;22242185;11117743;22243825;14713460;303717;99007;199243;155154;592956;354462;466506;305115
6701;22227194;11110247;22228834;14714432;303766;99023;199284;155191;592630;354286;466839;305352
6702;22221969;11107634;22223610;14709333;303815;99039;199325;155201;592503;354177;467024;305462
6703;22224850;11109074;22226493;14714728;303864;99055;199366;155237;593274;354654;466798;305329
6704;22229107;11111202;22230750;14716817;303913;99071;199407;155263;593033;354488;466953;305424
6705;22227242;11110269;22228887;14714082;303962;99087;199448;155320;592403;354119;466806;305322
6706;22227065;11110180;22228711;14713117;304011;99103;199489;155352;593237;354599;466932;305412
6707;22232482;11112888;22234129;14716680;304060;99119;199530;155383;593516;354791;467122;305557
6708;22231777;11112535;22233423;14718888;304109;99135;199571;155396;593771;354917;467630;305864
6709;22231200;11112246;22232845;14719538;304158;99151;199612;155455;593786;354929;467050;305485
6710;22247995;11120643;22249637;14727727;304207;99167;199653;155467;593259;354669;467461;305713
6711;22312732;11153011;22314366;14859726;304256;99183;199694;155456;593974;355072;467420;305687
6712;22353011;11173150;22354645;14877989;304305;99199;199735;155439;593778;354954;467684;305861
6713;22362312;11177800;22363944;14888876;304354;99215;199776;155494;593646;354846;467123;305504
6714;22366127;11179707;22367761;14894452;304403;99231;199817;155489;593596;354808;467326;305638
6715;22369932;11181609;22371567;14896474;304452;99247;199858;155539;593895;354981;467905;305944
6716;22392315;11192800;22393949;14907119;304501;99263;199899;155583;594297;355221;467345;305630
6717;22416708;11204996;22418343;14917324;304550;99279;199940;155613;594669;355488;467168;305531
6718;22437845;11215564;22439481;14927767;304599;99295;199981;155591;594354;355302;467333;305654
6719;22435750;11214516;22437385;14923964;304648;99311;200022;155657;594797;355550;467457;305733
6720;22431781;11212531;22433415;14925318;304697;99327;200063;155690;595248;355851;467779;305959
6721;22437978;11215629;22439614;14931966;304746;99343;200104;155683;594941;355661;467409;305703
6722;22777819;11385549;22779482;15247124;304795;99359;200145;155732;593594;354812;467346;305646
6723;22801258;11397268;22802921;15263726;304844;99375;200186;155749;594138;355107;467206;305548
6724;22810917;11402097;22812580;15271169;304893;99391;200227;155808;594364;355252;467798;305948
6725;22814650;11403963;22816314;15275538;304942;99407;200268;155775;594285;355188;467642;305837
6726;22833425;11413350;22835089;15284881;304991;99423;200309;155788;594954;355584;467984;306095
6727;22844354;11418814;22846020;15292794;305040;99439;200350;155869;594220;355147;467718;305904
6728;22847567;11420420;22849231;15295384;305089;99455;200391;155914;594516;355332;468052;306118
6729;22860394;11426833;22862058;15302518;305138;99471;200432;155917;594482;355289;468116;306146
6730;22865945;11429608;22867607;15305220;305187;99487;200473;155896;594687;355452;468089;306161
6731;22862162;11427716;22863824;15299748;305236;99503;200514;155946;595018;355648;468041;306110
6732;22860449;11426859;22862110;15296597;305285;99519;200555;155965;594789;355482;467888;306026
6733;22715686;11354477;22717325;15021252;305334;99535;200596;156056;595220;355793;469041;306789
6734;22722079;11357673;22723717;15024353;305383;99551;200637;156113;595336;355849;469112;306866
6735;22701128;11347197;22702766;15003752;305432;99567;200678;156092;595804;356116;469051;306784
6736;22690515;11341890;22692156;14994105;305481;99583;200719;156082;595375;355855;469352;307019
6737;22690462;11341863;22692101;15002664;305530;99599;200760;156117;595871;356174;469123;306802
6738;22704811;11349037;22706449;15011351;305579;99615;200801;156137;596077;356290;469383;307002
6739;22738160;11365711;22739797;15028072;305628;99631;200842;156212;595978;356224;469326;306939
6740;22749655;11371458;22751291;15034746;305677;99647;200883;156191;596051;356270;469951;307372
