n;b1_a;b1_c;b2_a;b2_c
3946;9017;2545;8992;10404;
3947;9086;2577;8883;10352;
3948;9008;2536;8992;10412;
3949;8910;2484;8915;10372;
3950;8999;2535;9024;10429;
3951;9040;2557;9029;10431;
3952;8985;2518;8920;10380;
3953;9079;2571;8998;10417;
3954;8883;2476;8987;10415;
3955;8935;2494;8937;10391;
3956;8940;2495;9003;10422;
3957;9070;2562;9035;10443;
3958;9002;2531;8824;10340;
3959;9135;2594;9047;10455;
3960;9127;2594;9047;10456;
3961;9108;2577;9024;10445;
3962;8933;2488;9033;10451;
3963;8977;2515;9073;10475;
3964;9163;2613;9004;10439;
3965;9143;2592;9008;10441;
3966;9080;2565;9017;10448;
3967;8965;2509;9063;10473;
3968;9001;2522;8965;10424;
3969;9081;2561;9030;10462;
3970;9068;2549;9033;10464;
3971;9110;2590;9015;10457;
3972;8889;2464;9158;10529;
3973;9012;2523;8983;10441;
3974;8959;2499;9125;10511;
3975;9070;2555;9022;10465;
3976;9044;2547;9047;10480;
3977;9085;2563;9002;10460;
3978;9050;2536;9049;10484;
3979;9024;2526;9003;10459;
3980;9048;2540;9021;10469;
3981;9049;2542;8947;10437;
3982;9017;2526;9040;10479;
3983;9073;2548;8950;10440;
3984;9052;2541;9072;10504;
3985;9152;2590;9014;10474;
3986;9057;2541;9016;10478;
3987;9147;2582;9059;10502;
3988;9076;2547;9019;10482;
3989;9067;2542;9075;10511;
3990;9043;2531;9126;10539;
3991;9104;2562;9113;10532;
3992;9059;2537;9079;10518;
3993;9051;2537;9033;10498;
3994;9115;2569;9068;10514;
3995;9050;2535;9197;10586;
3996;8948;2476;8979;10475;
3997;8949;2480;9092;10530;
3998;8981;2497;9084;10527;
3999;9026;2522;9019;10499;
4000;9153;2581;9007;10494;
4001;9090;2549;9091;10537;
4002;9123;2570;9035;10511;
4003;9189;2597;9073;10532;
4004;9118;2560;9158;10576;
4005;9117;2559;9192;10593;
4006;9170;2587;9179;10590;
4007;9083;2541;9099;10549;
4008;9090;2541;9061;10534;
4009;9051;2523;9129;10565;
4010;9080;2539;9143;10577;
4011;9102;2553;9084;10547;
4012;9076;2534;9020;10517;
4013;9147;2573;9055;10537;
4014;9127;2564;9129;10574;
4015;9194;2598;9097;10562;
4016;9030;2508;9124;10575;
4017;9206;2601;8940;10489;
4018;9146;2567;9184;10606;
4019;9101;2546;9180;10608;
4020;9181;2583;9213;10630;
4021;9207;2597;9139;10592;
4022;9079;2537;9151;10600;
4023;9144;2566;9112;10581;
4024;9115;2555;9143;10596;
4025;9130;2558;9184;10619;
4026;9079;2530;9090;10574;
4027;9131;2559;9112;10590;
4028;9162;2573;9272;10668;
4029;9218;2597;9137;10601;
4030;9185;2580;9152;10611;
4031;9090;2532;9148;10612;
4032;9048;2509;9171;10621;
4033;9129;2548;9191;10636;
4034;9165;2566;9210;10650;
4035;9267;2617;9149;10618;
4036;9181;2574;9136;10616;
4037;9233;2598;9170;10632;
4038;9123;2547;9217;10657;
4039;9196;2584;9233;10664;
4040;9163;2564;9196;10648;
4041;9124;2545;9207;10658;
4042;9190;2588;9085;10595;
4043;9249;2607;9181;10646;
4044;9202;2582;9244;10679;
4045;9184;2570;9118;10618;
4046;9312;2640;9188;10653;
4047;9300;2627;9147;10635;
4048;9304;2628;9059;10591;
4049;9182;2569;9257;10690;
4050;9034;2492;9097;10614;
4051;9079;2514;9224;10680;
4052;9145;2548;9141;10642;
4053;9152;2554;9106;10622;
4054;9140;2546;9075;10608;
4055;9165;2559;9271;10708;
4056;9170;2561;9119;10638;
4057;9322;2634;9103;10629;
4058;9231;2588;9206;10682;
4059;9111;2530;9183;10671;
4060;9208;2575;9180;10669;
4061;9286;2613;9218;10693;
4062;9106;2525;9256;10711;
4063;9192;2567;9165;10666;
4064;9121;2529;9157;10669;
4065;9113;2525;9153;10664;
4066;9170;2554;9214;10698;
4067;9282;2615;9267;10726;
4068;9291;2620;9201;10692;
4069;9272;2602;9243;10714;
4070;9245;2588;9169;10682;
4071;9309;2622;9171;10681;
4072;9308;2618;9303;10751;
4073;9249;2588;9265;10733;
4074;9249;2590;9270;10739;
4075;9176;2551;9160;10686;
4076;9206;2565;9247;10728;
4077;9267;2599;9224;10717;
4078;9260;2591;9244;10731;
4079;9241;2581;9198;10708;
4080;9158;2539;9193;10708;
4081;9171;2545;9196;10710;
4082;9244;2585;9324;10775;
4083;9261;2589;9283;10756;
4084;9298;2607;9330;10779;
4085;9231;2573;9322;10775;
4086;9336;2625;9349;10797;
4087;9217;2565;9326;10785;
4088;9230;2571;9221;10733;
4089;9123;2517;9296;10771;
4090;9242;2576;9324;10787;
4091;9327;2618;9080;10665;
4092;9244;2576;9295;10777;
4093;9259;2583;9310;10786;
4094;9296;2601;9369;10817;
4095;9265;2585;9295;10782;
4096;9196;2550;9335;10797;
4097;9287;2595;9167;10719;
4098;9320;2611;9332;10805;
4099;9247;2574;9153;10716;
4100;9284;2592;9312;10795;
4101;9375;2637;9337;10810;
4102;9362;2630;9279;10783;
4103;9324;2612;9375;10834;
4104;9264;2580;9437;10866;
4105;9287;2592;9334;10814;
4106;9321;2608;9303;10800;
4107;9265;2579;9199;10750;
4108;9304;2601;9347;10826;
4109;9295;2593;9234;10769;
4110;9364;2634;9409;10861;
4111;9264;2579;9348;10826;
4112;9398;2643;9327;10821;
4113;9443;2667;9239;10780;
4114;9337;2613;9356;10841;
4115;9379;2633;9274;10801;
4116;9397;2643;9354;10839;
4117;9374;2632;9334;10832;
4118;9335;2611;9328;10826;
4119;9314;2603;9350;10842;
4120;9310;2596;9344;10841;
4121;9344;2615;9439;10892;
4122;9385;2634;9376;10860;
4123;9302;2590;9250;10799;
4124;9328;2603;9347;10851;
4125;9332;2608;9293;10827;
4126;9326;2601;9285;10823;
4127;9351;2615;9393;10875;
4128;9404;2638;9412;10887;
4129;9207;2540;9426;10897;
4130;9308;2592;9491;10933;
4131;9327;2606;9297;10836;
4132;9369;2620;9441;10912;
4133;9340;2609;9403;10896;
4134;9394;2633;9487;10934;
4135;9539;2705;9447;10918;
4136;9380;2629;9387;10888;
4137;9416;2644;9402;10894;
4138;9487;2683;9388;10891;
4139;9498;2688;9378;10887;
4140;9460;2663;9324;10865;
4141;9489;2679;9410;10909;
4142;9387;2624;9487;10951;
4143;9394;2631;9339;10875;
4144;9511;2690;9402;10907;
4145;9474;2669;9346;10885;
4146;9429;2647;9475;10947;
4147;9443;2656;9498;10962;
4148;9331;2595;9379;10898;
4149;9401;2636;9370;10898;
4150;9443;2655;9424;10929;
4151;9456;2663;9339;10889;
4152;9490;2678;9469;10954;
4153;9258;2558;9345;10892;
4154;9472;2663;9452;10947;
4155;9425;2641;9409;10928;
4156;9507;2680;9447;10946;
4157;9413;2633;9446;10949;
4158;9513;2684;9371;10913;
4159;9530;2695;9421;10938;
4160;9426;2633;9427;10943;
4161;9494;2683;9340;10904;
4162;9470;2662;9553;11012;
4163;9526;2688;9412;10940;
4164;9468;2658;9576;11022;
4165;9432;2640;9519;10997;
4166;9526;2689;9454;10969;
4167;9505;2685;9384;10934;
4168;9549;2695;9423;10954;
4169;9556;2710;9407;10948;
4170;9502;2677;9441;10964;
4171;9428;2637;9357;10925;
4172;9508;2674;9465;10980;
4173;9515;2678;9450;10975;
4174;9524;2688;9479;10989;
4175;9500;2672;9446;10976;
4176;9444;2643;9414;10962;
4177;9573;2709;9339;10926;
4178;9534;2690;9502;11010;
4179;9491;2666;9484;11003;
4180;9469;2655;9477;11000;
4181;9539;2687;9471;10999;
4182;9513;2673;9428;10980;
4183;9493;2669;9562;11047;
4184;9467;2651;9539;11037;
4185;9585;2702;9646;11089;
4186;9472;2655;9535;11038;
4187;9516;2678;9528;11029;
4188;9526;2685;9417;10979;
4189;9579;2703;9584;11067;
4190;9588;2706;9508;11028;
4191;9646;2745;9490;11021;
4192;9552;2687;9375;10968;
4193;9583;2702;9368;10962;
4194;9577;2701;9543;11053;
4195;9593;2709;9606;11088;
4196;9668;2746;9496;11035;
4197;9550;2682;9603;11088;
4198;9587;2708;9600;11087;
4199;9685;2757;9532;11053;
4200;9547;2682;9669;11128;
4201;9582;2701;9489;11035;
4202;9561;2690;9452;11020;
4203;9508;2664;9553;11070;
4204;9622;2726;9551;11072;
4205;9658;2735;9525;11061;
4206;9560;2689;9582;11093;
4207;9674;2742;9483;11044;
4208;9680;2752;9528;11066;
4209;9589;2711;9585;11097;
4210;9691;2753;9427;11020;
4211;9663;2735;9621;11121;
4212;9668;2739;9594;11106;
4213;9615;2714;9553;11086;
4214;9602;2710;9622;11121;
4215;9675;2749;9561;11093;
4216;9668;2740;9471;11052;
4217;9542;2673;9681;11159;
4218;9712;2768;9587;11114;
4219;9707;2758;9566;11105;
4220;9553;2682;9582;11112;
4221;9605;2706;9651;11149;
4222;9759;2789;9687;11167;
4223;9802;2796;9741;11192;
4224;9566;2671;9784;11218;
4225;9676;2743;9596;11125;
4226;9704;2742;9605;11133;
4227;9768;2785;9585;11125;
4228;9747;2771;9571;11119;
4229;9650;2726;9619;11144;
4230;9609;2703;9745;11209;
4231;9724;2763;9522;11100;
4232;9752;2773;9576;11125;
4233;9522;2661;9611;11148;
4234;9677;2738;9593;11141;
4235;9693;2751;9622;11157;
4236;9723;2763;9669;11177;
4237;9748;2770;9589;11143;
4238;9665;2730;9527;11112;
4239;9670;2724;9598;11149;
4240;9675;2734;9511;11107;
4241;9721;2756;9591;11149;
4242;9695;2732;9667;11189;
4243;9921;2860;9572;11141;
4244;9765;2779;9587;11150;
4245;9662;2722;9745;11225;
4246;9711;2757;9686;11201;
4247;9726;2749;9621;11172;
4248;9696;2737;9594;11160;
4249;9672;2728;9585;11159;
4250;9673;2738;9631;11182;
4251;9714;2745;9662;11199;
4252;9761;2763;9668;11204;
4253;9705;2741;9713;11227;
4254;9636;2711;9570;11158;
4255;9717;2756;9648;11198;
4256;9662;2718;9627;11190;
4257;9805;2796;9670;11210;
4258;9720;2747;9609;11183;
4259;9777;2776;9542;11151;
4260;9775;2777;9705;11232;
4261;9611;2701;9600;11185;
4262;9913;2854;9618;11194;
4263;9653;2709;9642;11203;
4264;9759;2772;9690;11230;
4265;9656;2715;9703;11239;
4266;9924;2856;9579;11178;
4267;9690;2730;9589;11184;
4268;9702;2737;9638;11211;
4269;9796;2783;9706;11248;
4270;9783;2781;9631;11210;
4271;9783;2782;9762;11276;
4272;9698;2726;9768;11282;
4273;9822;2799;9601;11201;
4274;9828;2789;9715;11260;
4275;9855;2809;9699;11249;
4276;9864;2808;9877;11342;
4277;9833;2805;9752;11280;
4278;9879;2822;9707;11262;
4279;9708;2731;9769;11292;
4280;9787;2772;9706;11264;
4281;9822;2785;9816;11319;
4282;9918;2837;9779;11304;
4283;9811;2780;9710;11270;
4284;9789;2754;9748;11292;
4285;9954;2856;9640;11239;
4286;9737;2744;9762;11301;
4287;9906;2838;9728;11283;
4288;9779;2758;9751;11300;
4289;9863;2805;9687;11270;
4290;9833;2791;9768;11308;
4291;9813;2780;9710;11284;
4292;9815;2790;9662;11260;
4293;9806;2772;9781;11319;
4294;9750;2743;9660;11262;
4295;9941;2847;9776;11322;
4296;9960;2856;9851;11361;
4297;9826;2790;9811;11341;
4298;9798;2764;9773;11323;
4299;9911;2830;9793;11336;
4300;9955;2860;9822;11349;
4301;9790;2779;9784;11334;
4302;9905;2820;9820;11354;
4303;9790;2765;9806;11346;
4304;9876;2805;9926;11409;
4305;9854;2792;9737;11316;
4306;9811;2773;9794;11345;
4307;9907;2815;9823;11359;
4308;9795;2761;9914;11411;
4309;9922;2835;9830;11367;
4310;9811;2763;9697;11301;
4311;9910;2820;9767;11340;
4312;10053;2896;9668;11295;
4313;9955;2841;9897;11409;
4314;9838;2774;9773;11350;
4315;9935;2842;9789;11357;
4316;9936;2850;9667;11298;
4317;9962;2838;9794;11361;
4318;9852;2787;9899;11418;
4319;10044;2884;9792;11366;
4320;9839;2776;9838;11390;
4321;9942;2840;9754;11351;
4322;9907;2805;9800;11376;
4323;9965;2845;9790;11372;
4324;9896;2808;9746;11348;
4325;9887;2800;9774;11366;
4326;9968;2840;9850;11406;
4327;9921;2818;9787;11376;
4328;10035;2880;9775;11372;
4329;9971;2849;9759;11364;
4330;9963;2830;9746;11361;
4331;9847;2773;9862;11420;
4332;9973;2846;9876;11430;
4333;9976;2845;9810;11397;
4334;9982;2848;9811;11397;
4335;9998;2856;9851;11418;
4336;10105;2912;9902;11444;
4337;9966;2840;9800;11394;
4338;9860;2761;9982;11488;
4339;10036;2874;9762;11381;
4340;9916;2817;9741;11372;
4341;9976;2853;9781;11393;
4342;10085;2905;9866;11435;
4343;9974;2845;9802;11405;
4344;9965;2839;9850;11432;
4345;10083;2903;9774;11394;
4346;10080;2891;9935;11476;
4347;9982;2837;9966;11493;
4348;9979;2836;9814;11417;
4349;9981;2844;9837;11436;
4350;9943;2825;9801;11418;
4351;10009;2870;9868;11449;
4352;9906;2777;9816;11427;
4353;9997;2843;9807;11424;
4354;10022;2864;9847;11443;
4355;10124;2924;9869;11457;
4356;10049;2878;9806;11429;
4357;10043;2874;9843;11448;
4358;10015;2850;9853;11451;
4359;10138;2919;9919;11487;
4360;10055;2871;10088;11577;
4361;10019;2849;9881;11473;
4362;10138;2919;9857;11462;
4363;10132;2922;9912;11495;
4364;10033;2859;9831;11454;
4365;10006;2847;9820;11451;
4366;10096;2890;9943;11514;
4367;10096;2897;9846;11463;
4368;10063;2871;9872;11477;
4369;10151;2914;9916;11502;
4370;9960;2825;9892;11490;
4371;10088;2888;9911;11498;
4372;10058;2872;9855;11479;
4373;10105;2897;9865;11482;
4374;9969;2844;10021;11565;
4375;10178;2930;9914;11510;
4376;10084;2877;9953;11536;
4377;10076;2871;9956;11534;
4378;10130;2910;9921;11514;
4379;10228;2964;9867;11493;
4380;10132;2910;9943;11536;
4381;10111;2890;9930;11525;
4382;10084;2889;9927;11527;
4383;10155;2923;9868;11500;
4384;10041;2860;9976;11554;
4385;10060;2866;9917;11524;
4386;10084;2881;9903;11521;
4387;10107;2881;9960;11552;
4388;10204;2945;9910;11529;
4389;10090;2882;9889;11519;
4390;10088;2878;10001;11575;
4391;10287;2996;9861;11502;
4392;10168;2925;9973;11562;
4393;10115;2892;9988;11576;
4394;10093;2868;9964;11568;
4395;10117;2887;9998;11583;
4396;10131;2893;9925;11548;
4397;10083;2878;10003;11584;
4398;10167;2923;10050;11614;
4399;10122;2895;9885;11531;
4400;10141;2883;10001;11589;
4401;10238;2962;10018;11604;
4402;10150;2919;9847;11518;
4403;10212;2940;9872;11534;
4404;10204;2935;10024;11608;
4405;10147;2906;10085;11639;
4406;10217;2939;10027;11616;
4407;10281;2981;10001;11600;
4408;10002;2815;10058;11632;
4409;10128;2888;10032;11618;
4410;10097;2886;9988;11603;
4411;10239;2935;10036;11623;
4412;10120;2877;9993;11604;
4413;10216;2925;10044;11631;
4414;10302;2982;10006;11613;
4415;10180;2915;10018;11622;
4416;10039;2837;9957;11593;
4417;10305;2985;10022;11629;
4418;10223;2934;10148;11692;
4419;10169;2901;10086;11660;
4420;10033;2818;10000;11621;
4421;10147;2897;10023;11631;
4422;10263;2951;10062;11652;
4423;10271;2960;10130;11687;
4424;10337;2994;10018;11638;
4425;10103;2871;10111;11687;
4426;10343;2998;10067;11664;
4427;10267;2953;10039;11652;
4428;10271;2957;10089;11678;
4429;10350;2988;10029;11651;
4430;10219;2937;10050;11660;
4431;10216;2928;10056;11663;
4432;10207;2922;10064;11671;
4433;10189;2910;10035;11660;
4434;10202;2918;10112;11692;
4435;10258;2943;10056;11667;
4436;10284;2973;10050;11669;
4437;10195;2912;10052;11678;
4438;10226;2924;10070;11684;
4439;10193;2904;10040;11670;
4440;10277;2948;10036;11670;
4441;10298;2971;10163;11735;
4442;10249;2940;10102;11703;
4443;10263;2951;10032;11674;
4444;10301;2948;10100;11708;
4445;10335;2996;9994;11656;
4446;10252;2934;10184;11751;
4447;10151;2894;10080;11700;
4448;10241;2926;10063;11693;
4449;10079;2829;10027;11679;
4450;10215;2906;10094;11712;
4451;10227;2918;10055;11693;
4452;10316;2960;10102;11716;
4453;10259;2944;10123;11732;
4454;10289;2957;10040;11691;
4455;10312;2958;10130;11738;
4456;10300;2951;10129;11739;
4457;10263;2955;10138;11745;
4458;10440;3029;10113;11733;
4459;10340;2979;10077;11716;
4460;10287;2953;10067;11713;
4461;10182;2894;10207;11787;
4462;10178;2886;10222;11792;
4463;10398;3015;10056;11712;
4464;10381;3006;10085;11731;
4465;10285;2931;10203;11787;
4466;10393;3021;10096;11738;
4467;10344;2969;10090;11736;
4468;10231;2899;10108;11750;
4469;10304;2965;10120;11755;
4470;10379;2986;10226;11811;
4471;10302;2960;10149;11774;
4472;10385;2992;10057;11730;
4473;10363;2987;10223;11812;
4474;10333;2954;10114;11760;
4475;10246;2914;10076;11742;
4476;10412;3000;10191;11800;
4477;10389;2995;10137;11774;
4478;10425;3020;10087;11748;
4479;10303;2940;10116;11769;
4480;10335;2955;10263;11842;
4481;10353;2970;10020;11725;
4482;10306;2936;10159;11794;
4483;10497;3047;10198;11812;
4484;10387;2999;10219;11823;
4485;10372;2989;10200;11817;
4486;10395;2983;10099;11769;
4487;10536;3070;10235;11837;
4488;10470;3036;10175;11812;
4489;10420;3017;10232;11840;
4490;10405;3001;10255;11852;
4491;10407;3005;10096;11774;
4492;10391;2997;10231;11847;
4493;10356;2974;10325;11895;
4494;10348;2959;10143;11803;
4495;10376;2973;10200;11834;
4496;10478;3035;10212;11842;
4497;10408;2986;10039;11757;
4498;10534;3061;10164;11820;
4499;10406;2998;10335;11906;
4500;10466;3026;10083;11787;
4501;10440;3000;10098;11790;
4502;10358;2959;10161;11826;
4503;10477;3040;10375;11932;
4504;10452;3013;10201;11849;
4505;10513;3050;10247;11871;
4506;10393;2997;10180;11839;
4507;10413;2987;10232;11866;
4508;10413;2997;10171;11838;
4509;10553;3073;10254;11884;
4510;10180;2844;10332;11919;
4511;10423;2988;10192;11851;
4512;10476;3018;10149;11831;
4513;10469;3013;10294;11906;
4514;10507;3035;10243;11883;
4515;10578;3083;10245;11882;
4516;10437;3009;10290;11907;
4517;10481;3014;10189;11861;
4518;10454;3002;10261;11903;
4519;10482;3017;10278;11908;
4520;10502;3019;10201;11873;
4521;10563;3066;10308;11925;
4522;10485;3030;10283;11916;
4523;10475;3008;10411;11979;
4524;10489;3026;10203;11882;
4525;10401;2983;10254;11906;
4526;10652;3109;10217;11889;
4527;10439;2992;10283;11922;
4528;10445;2997;10296;11930;
4529;10535;3053;10194;11881;
4530;10579;3071;10118;11845;
4531;10551;3056;10235;11906;
4532;10613;3077;10372;11972;
4533;10458;3018;10285;11934;
4534;10506;3034;10220;11900;
4535;10468;3000;10278;11931;
4536;10504;3028;10399;11994;
4537;10539;3038;10185;11890;
4538;10517;3025;10251;11926;
4539;10573;3059;10260;11929;
4540;10649;3118;10202;11901;
4541;10568;3066;10185;11895;
4542;10550;3039;10363;11983;
4543;10488;3013;10401;12008;
4544;10604;3074;10407;12008;
4545;10518;3037;10407;12014;
4546;10545;3049;10203;11915;
4547;10634;3093;10355;11992;
4548;10524;3044;10262;11943;
4549;10600;3080;10368;11998;
4550;10609;3082;10430;12037;
4551;10568;3042;10261;11949;
4552;10536;3035;10362;12001;
4553;10584;3061;10383;12009;
4554;10558;3052;10391;12017;
4555;10636;3086;10334;11993;
4556;10482;3013;10305;11978;
4557;10659;3088;10328;11991;
4558;10588;3048;10376;12016;
4559;10558;3027;10306;11981;
4560;10645;3083;10317;11990;
4561;10582;3065;10290;11977;
4562;10646;3084;10424;12041;
4563;10493;2999;10306;11989;
4564;10440;2958;10305;11989;
4565;10676;3107;10409;12046;
4566;10596;3061;10397;12037;
4567;10626;3074;10350;12018;
4568;10653;3102;10357;12023;
4569;10499;2998;10369;12027;
4570;10694;3102;10329;12012;
4571;10649;3085;10402;12047;
4572;10693;3112;10402;12050;
4573;10548;3041;10410;12055;
4574;10584;3043;10310;12007;
4575;10714;3112;10347;12024;
4576;10567;3048;10378;12044;
4577;10591;3058;10349;12031;
4578;10672;3090;10494;12110;
4579;10630;3072;10410;12064;
4580;10723;3120;10299;12010;
4581;10705;3107;10392;12057;
4582;10625;3073;10496;12112;
4583;10518;3006;10239;11987;
4584;10650;3075;10424;12078;
4585;10599;3042;10503;12121;
4586;10596;3037;10388;12065;
4587;10597;3059;10499;12121;
4588;10716;3122;10445;12093;
4589;10776;3135;10369;12056;
4590;10687;3079;10334;12045;
4591;10631;3058;10459;12109;
4592;10632;3063;10331;12046;
4593;10680;3086;10449;12101;
4594;10507;2986;10379;12068;
4595;10702;3105;10492;12129;
4596;10777;3145;10350;12060;
4597;10722;3101;10406;12089;
4598;10827;3174;10387;12080;
4599;10457;2948;10425;12101;
4600;10710;3105;10360;12070;
4601;10644;3060;10413;12100;
4602;10644;3067;10513;12151;
4603;10732;3097;10413;12104;
4604;10729;3107;10421;12109;
4605;10788;3138;10395;12097;
4606;10771;3131;10475;12136;
4607;10746;3120;10395;12097;
4608;10432;2912;10522;12165;
4609;10773;3139;10468;12136;
4610;10771;3139;10389;12103;
4611;10709;3088;10400;12108;
4612;10646;3061;10502;12161;
4613;10766;3120;10516;12169;
4614;10751;3126;10495;12157;
4615;10629;3057;10484;12155;
4616;10831;3155;10376;12102;
4617;10768;3118;10486;12161;
4618;10431;2920;10466;12148;
4619;10757;3119;10445;12139;
4620;10709;3103;10327;12084;
4621;10809;3145;10509;12176;
4622;10769;3123;10414;12134;
4623;10768;3122;10538;12194;
4624;10705;3083;10351;12103;
4625;10697;3073;10422;12140;
4626;10781;3134;10428;12144;
4627;10709;3101;10576;12216;
4628;10787;3126;10422;12141;
4629;10782;3127;10587;12230;
4630;10812;3150;10559;12216;
4631;10814;3153;10562;12217;
4632;10583;3003;10622;12253;
4633;10797;3138;10573;12228;
4634;10822;3143;10502;12195;
4635;10776;3119;10520;12203;
4636;10882;3169;10570;12232;
4637;10754;3107;10542;12216;
4638;10720;3102;10532;12212;
4639;10759;3115;10492;12198;
4640;10830;3143;10488;12194;
4641;10493;2926;10507;12205;
4642;10787;3126;10522;12215;
4643;10824;3145;10479;12195;
4644;10828;3153;10529;12222;
4645;10787;3146;10440;12178;
4646;10742;3102;10632;12275;
4647;10888;3175;10611;12270;
4648;10879;3180;10605;12267;
4649;10835;3134;10431;12175;
4650;10605;2988;10534;12230;
4651;10836;3146;10491;12212;
4652;10934;3199;10607;12274;
4653;10779;3126;10551;12247;
4654;10789;3124;10559;12249;
4655;10817;3134;10457;12205;
4656;10903;3183;10582;12266;
4657;10852;3136;10607;12281;
4658;10884;3167;10559;12260;
4659;10780;3099;10557;12257;
4660;10773;3111;10527;12240;
4661;10819;3121;10522;12245;
4662;10943;3196;10551;12258;
4663;10878;3161;10545;12257;
4664;10774;3107;10605;12289;
4665;11005;3226;10560;12267;
4666;10886;3167;10605;12293;
4667;10936;3190;10573;12278;
4668;10820;3127;10614;12298;
4669;10870;3146;10458;12224;
4670;10858;3133;10560;12277;
4671;10972;3212;10581;12287;
4672;10812;3096;10763;12378;
4673;10911;3177;10574;12289;
4674;10731;3062;10568;12286;
4675;10924;3180;10588;12296;
4676;10862;3134;10557;12284;
4677;10935;3181;10653;12334;
4678;10846;3153;10663;12339;
4679;10925;3192;10694;12355;
4680;10831;3113;10651;12338;
4681;10858;3123;10564;12294;
4682;10958;3199;10640;12333;
4683;10995;3223;10643;12334;
4684;10936;3176;10589;12311;
4685;10961;3184;10663;12349;
4686;10968;3180;10553;12298;
4687;10964;3202;10634;12339;
4688;10967;3181;10704;12374;
4689;10732;3036;10675;12360;
4690;10793;3099;10681;12363;
4691;10978;3197;10525;12284;
4692;10834;3130;10698;12380;
4693;10838;3106;10620;12341;
4694;11021;3220;10584;12322;
4695;11066;3255;10694;12379;
4696;10917;3150;10616;12345;
4697;11008;3229;10572;12321;
4698;10961;3190;10720;12397;
4699;10981;3207;10755;12416;
4700;10886;3150;10721;12405;
4701;10967;3194;10603;12344;
4702;11107;3269;10622;12355;
4703;10858;3118;10666;12379;
4704;10875;3143;10639;12367;
4705;10970;3178;10728;12409;
4706;10912;3161;10773;12436;
4707;11029;3222;10658;12376;
4708;10934;3162;10780;12442;
4709;10982;3186;10766;12436;
4710;10996;3200;10684;12397;
4711;10998;3204;10794;12454;
4712;11048;3221;10734;12427;
4713;11019;3208;10740;12430;
4714;10741;3036;10714;12419;
4715;11059;3233;10780;12451;
4716;10963;3174;10643;12388;
4717;11110;3256;10851;12492;
4718;10723;3004;10773;12455;
4719;10992;3179;10662;12400;
4720;10944;3148;10714;12428;
4721;11119;3255;10698;12420;
4722;10794;3050;10719;12433;
4723;11117;3245;10635;12392;
4724;10908;3144;10674;12415;
4725;10917;3154;10748;12452;
4726;10874;3102;10718;12441;
4727;11000;3191;10616;12390;
4728;10962;3175;10663;12411;
4729;11117;3257;10674;12420;
4730;10923;3117;10782;12476;
4731;11033;3203;10670;12421;
4732;10936;3147;10664;12421;
4733;11056;3209;10782;12483;
4734;10910;3116;10769;12477;
4735;11010;3185;10706;12446;
4736;10862;3105;10595;12392;
4737;10958;3168;10737;12468;
4738;10935;3117;10638;12417;
4739;11077;3229;10771;12483;
